HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457699.73873,2016-11-07.2383596,bb,1.71,16.287,>16.287,99.990,0.321,0.234,V
2457701.73558,2016-11-09.2353292,bb,1.63,16.668,>16.668,99.990,-0.001,0.165,V
2457701.73683,2016-11-09.2365834,bb,1.70,16.649,>16.649,99.990,0.053,0.168,V
2457701.73810,2016-11-09.2378490,bb,1.68,16.714,>16.714,99.990,0.544,0.158,V
2457705.74205,2016-11-13.2420575,bb,1.71,16.317,>16.317,99.990,0.388,0.228,V
2457705.74331,2016-11-13.2433093,bb,1.72,16.383,>16.383,99.990,0.318,0.215,V
2457705.74456,2016-11-13.2445635,bb,1.73,16.428,>16.428,99.990,-0.147,0.206,V
2457710.72177,2016-11-18.2220881,bb,1.78,17.261,>17.261,99.990,0.289,0.096,V
2457710.72304,2016-11-18.2233497,bb,1.77,17.014,>17.014,99.990,0.352,0.120,V
2457710.72429,2016-11-18.2246085,bb,1.76,17.251,>17.251,99.990,0.256,0.096,V
2457716.70984,2016-11-24.2105253,bb,1.72,16.940,>16.940,99.990,0.267,0.128,V
2457716.71116,2016-11-24.2118478,bb,1.80,16.994,>16.994,99.990,0.424,0.122,V
2457716.71241,2016-11-24.2131016,bb,1.75,16.722,>16.722,99.990,0.137,0.157,V
2457719.69845,2016-11-27.1993230,bb,2.22,16.351,>16.351,99.990,0.013,0.221,V
2457719.69970,2016-11-27.2005748,bb,1.80,16.350,>16.350,99.990,0.196,0.221,V
2457719.70096,2016-11-27.2018347,bb,2.06,16.418,>16.418,99.990,0.240,0.208,V
2457720.69847,2016-11-28.1994040,bb,2.17,17.151,>17.151,99.990,0.120,0.106,V
2457720.69972,2016-11-28.2006565,bb,2.19,16.967,>16.967,99.990,0.217,0.125,V
2457720.70097,2016-11-28.2019076,bb,2.29,16.891,>16.891,99.990,-0.071,0.134,V
2457825.15397,2017-03-12.6570614,bb,1.95,15.744,>15.744,99.990,0.149,0.387,V
2457825.15526,2017-03-12.6583519,bb,1.97,15.634,>15.634,99.990,0.884,0.428,V
2457825.15655,2017-03-12.6596358,bb,1.98,15.386,>15.386,99.990,-0.324,0.538,V
2457826.14252,2017-03-13.6455756,bb,1.68,16.134,>16.134,99.990,0.746,0.270,V
2457826.14380,2017-03-13.6468581,bb,1.73,16.133,>16.133,99.990,0.128,0.270,V
2457826.14506,2017-03-13.6481268,bb,1.76,16.106,>16.106,99.990,-0.193,0.277,V
2457834.14061,2017-03-21.6433811,bb,1.69,16.732,>16.732,99.990,0.227,0.156,V
2457834.14188,2017-03-21.6446561,bb,1.67,16.736,>16.736,99.990,0.299,0.155,V
2457834.14316,2017-03-21.6459356,bb,1.72,16.639,>16.639,99.990,0.183,0.170,V
2457840.11823,2017-03-27.6207535,bb,2.07,17.220,>17.220,99.990,0.360,0.099,V
2457840.11950,2017-03-27.6220261,bb,2.09,17.157,>17.157,99.990,0.438,0.105,V
2457840.12077,2017-03-27.6232996,bb,2.08,17.055,>17.055,99.990,0.255,0.116,V
2457846.10157,2017-04-02.6038180,bb,2.33,16.807,>16.807,99.990,0.245,0.145,V
2457846.10287,2017-04-02.6051135,bb,2.35,16.840,>16.840,99.990,0.608,0.141,V
2457846.10421,2017-04-02.6064553,bb,2.29,16.965,>16.965,99.990,0.323,0.126,V
2457852.08380,2017-04-08.5857431,bb,1.71,16.499,>16.499,99.990,-0.031,0.193,V
2457852.08506,2017-04-08.5870082,bb,1.73,16.434,>16.434,99.990,0.202,0.205,V
2457852.08634,2017-04-08.5882836,bb,1.75,16.395,>16.395,99.990,0.511,0.212,V
2457860.10255,2017-04-16.6040619,bb,2.02,16.622,>16.622,99.990,0.182,0.172,V
2457860.10382,2017-04-16.6053306,bb,2.03,16.777,>16.777,99.990,0.124,0.149,V
2457860.10509,2017-04-16.6065951,bb,2.02,16.629,>16.629,99.990,0.383,0.171,V
2457871.12584,2017-04-27.6267076,bb,1.63,16.553,>16.553,99.990,0.300,0.184,V
2457871.12710,2017-04-27.6279721,bb,1.56,16.485,>16.485,99.990,0.057,0.195,V
2457871.12836,2017-04-27.6292353,bb,1.71,16.488,>16.488,99.990,0.224,0.195,V
2457877.02296,2017-05-03.5234758,bb,1.79,16.985,>16.985,99.990,0.170,0.123,V
2457877.02423,2017-05-03.5247442,bb,1.73,17.102,>17.102,99.990,0.342,0.111,V
2457877.02550,2017-05-03.5260120,bb,1.71,17.025,>17.025,99.990,0.481,0.119,V
2457881.00700,2017-05-07.5072675,bb,2.02,16.382,>16.382,99.990,0.959,0.215,V
2457881.00827,2017-05-07.5085378,bb,2.01,16.487,>16.487,99.990,0.203,0.195,V
2457881.00953,2017-05-07.5098010,bb,2.00,16.352,>16.352,99.990,0.320,0.221,V
2457891.01890,2017-05-17.5185515,bb,2.12,16.685,>16.685,99.990,0.249,0.163,V
2457891.02017,2017-05-17.5198268,bb,2.11,16.684,>16.684,99.990,0.164,0.163,V
2457891.02145,2017-05-17.5211019,bb,2.11,16.640,>16.640,99.990,0.304,0.169,V
2457894.00189,2017-05-20.5013577,bb,1.69,17.012,>17.012,99.990,0.122,0.120,V
2457894.00316,2017-05-20.5026281,bb,1.72,17.019,>17.019,99.990,0.412,0.119,V
2457896.03641,2017-05-22.5357520,bb,2.01,17.132,>17.132,99.990,0.062,0.108,V
2457896.03768,2017-05-22.5370208,bb,1.98,17.147,>17.147,99.990,0.194,0.106,V
2457896.03894,2017-05-22.5382848,bb,1.71,16.984,>16.984,99.990,0.174,0.123,V
2457899.97319,2017-05-26.4722979,bb,1.78,17.202,>17.202,99.990,0.239,0.101,V
2457899.97446,2017-05-26.4735663,bb,1.71,17.060,>17.060,99.990,0.274,0.115,V
2457899.97572,2017-05-26.4748307,bb,1.67,17.279,>17.279,99.990,0.407,0.094,V
2457903.94859,2017-05-30.4474649,bb,2.02,17.143,>17.143,99.990,0.230,0.107,V
2457903.94986,2017-05-30.4487320,bb,2.03,16.949,>16.949,99.990,0.349,0.127,V
2457903.95112,2017-05-30.4499960,bb,2.02,17.041,>17.041,99.990,0.237,0.117,V
2457907.01367,2017-06-02.5123599,bb,1.64,17.039,>17.039,99.990,0.181,0.117,V
2457907.01494,2017-06-02.5136337,bb,1.65,17.092,>17.092,99.990,0.417,0.112,V
2457907.01621,2017-06-02.5149,bb,1.65,17.103,>17.103,99.990,0.268,0.111,V
2457909.93918,2017-06-05.4377103,bb,2.00,16.585,>16.585,99.990,0.283,0.178,V
2457909.94046,2017-06-05.4389831,bb,2.00,16.596,>16.596,99.990,0.056,0.176,V
2457909.94172,2017-06-05.4402460,bb,1.98,16.585,>16.585,99.990,-0.024,0.178,V
2457914.06571,2017-06-09.5640087,bb,1.71,16.432,>16.432,99.990,0.083,0.205,V
2457914.06699,2017-06-09.5652866,bb,1.71,16.383,>16.383,99.990,0.158,0.215,V
2457914.06825,2017-06-09.5665483,bb,1.68,16.152,>16.152,99.990,0.239,0.266,V
2457925.01523,2017-06-20.5129597,bb,2.32,17.092,>17.092,99.990,-0.024,0.112,V
2457925.01649,2017-06-20.5142224,bb,2.34,16.887,>16.887,99.990,0.295,0.135,V
2457925.01778,2017-06-20.5155131,bb,2.31,16.966,>16.966,99.990,0.313,0.126,V
2457928.05065,2017-06-23.5482359,bb,1.65,17.168,>17.168,99.990,0.025,0.104,V
2457928.05191,2017-06-23.5494991,bb,1.63,17.250,>17.250,99.990,0.388,0.097,V
2457928.05318,2017-06-23.5507658,bb,1.71,17.311,>17.311,99.990,0.268,0.091,V
2457931.87345,2017-06-27.3708626,bb,1.70,17.161,>17.161,99.990,0.050,0.105,V
2457931.87472,2017-06-27.3721312,bb,1.99,17.086,>17.086,99.990,0.290,0.112,V
2457931.87598,2017-06-27.3733987,bb,2.01,16.978,>16.978,99.990,0.303,0.124,V
2457936.85793,2017-07-02.3551445,bb,2.21,16.696,>16.696,99.990,-0.078,0.161,V
2457936.85921,2017-07-02.3564130,bb,2.28,16.540,>16.540,99.990,0.260,0.186,V
2457936.86047,2017-07-02.3576762,bb,2.25,16.615,>16.615,99.990,0.421,0.173,V
2457939.92293,2017-07-05.4200189,bb,1.76,16.627,>16.627,99.990,0.175,0.171,V
2457939.92420,2017-07-05.4212868,bb,1.69,16.716,>16.716,99.990,0.318,0.158,V
2457939.92548,2017-07-05.4225656,bb,1.72,16.761,>16.761,99.990,0.445,0.152,V
2457961.05231,2017-07-26.5488067,bb,1.67,17.418,>17.418,99.990,0.121,0.083,V
2457961.05357,2017-07-26.5500762,bb,1.70,17.249,>17.249,99.990,0.305,0.097,V
2457962.05493,2017-07-27.5514019,bb,1.72,17.100,>17.100,99.990,0.318,0.111,V
2457962.05619,2017-07-27.5526665,bb,1.70,17.095,>17.095,99.990,0.233,0.111,V
2457962.05747,2017-07-27.5539428,bb,1.82,17.217,>17.217,99.990,0.244,0.100,V
2457967.83199,2017-08-02.3283850,bb,1.70,16.759,>16.759,99.990,0.365,0.152,V
2457967.83326,2017-08-02.3296504,bb,1.68,16.862,>16.862,99.990,0.284,0.138,V
2457967.83453,2017-08-02.3309248,bb,1.70,16.853,>16.853,99.990,0.289,0.139,V
2457971.00298,2017-08-05.4993412,bb,2.01,16.316,>16.316,99.990,0.304,0.228,V
2457971.00425,2017-08-05.5006137,bb,2.03,16.145,>16.145,99.990,-0.141,0.267,V
2457971.00552,2017-08-05.5018843,bb,2.04,16.215,>16.215,99.990,-0.199,0.251,V
2457974.91770,2017-08-09.4140356,bb,1.81,16.358,>16.358,99.990,0.036,0.220,V
2457974.91896,2017-08-09.4152991,bb,1.70,16.420,>16.420,99.990,-0.089,0.207,V
2457974.92022,2017-08-09.4165652,bb,1.68,16.368,>16.368,99.990,0.018,0.218,V
2457980.00529,2017-08-14.5016251,bb,1.68,16.985,>16.985,99.990,0.088,0.123,V
2457980.00656,2017-08-14.5028945,bb,1.66,16.911,>16.911,99.990,0.139,0.132,V
2457980.00783,2017-08-14.5041690,bb,1.76,16.839,>16.839,99.990,0.056,0.141,V
2457980.86453,2017-08-15.3608614,bb,1.72,17.277,>17.277,99.990,0.306,0.094,V
2457980.86581,2017-08-15.3621378,bb,1.69,17.325,>17.325,99.990,0.188,0.090,V
2457980.86708,2017-08-15.3634148,bb,1.65,17.155,>17.155,99.990,0.377,0.105,V
2457983.95077,2017-08-18.4471187,bb,1.65,17.191,>17.191,99.990,0.256,0.102,V
2457983.95213,2017-08-18.4484736,bb,1.67,17.358,>17.358,99.990,0.322,0.087,V
2457983.95338,2017-08-18.4497311,bb,1.64,17.352,17.340,0.217,0.445,0.088,V
2457988.81481,2017-08-23.3111932,bb,1.70,17.039,>17.039,99.990,0.463,0.117,V
2457988.81609,2017-08-23.3124702,bb,1.70,17.071,>17.071,99.990,0.448,0.114,V
2457988.81736,2017-08-23.3137410,bb,1.76,17.138,>17.138,99.990,0.157,0.107,V
2457990.83885,2017-08-25.3352538,bb,1.70,17.411,>17.411,99.990,0.126,0.083,V
2457990.84012,2017-08-25.3365318,bb,1.99,17.166,>17.166,99.990,0.312,0.104,V
2457990.84140,2017-08-25.3378085,bb,1.72,17.053,>17.053,99.990,0.222,0.116,V
2457995.93367,2017-08-30.4301478,bb,2.04,16.875,>16.875,99.990,0.160,0.136,V
2457995.93493,2017-08-30.4314160,bb,2.05,17.001,>17.001,99.990,0.206,0.122,V
2457995.93619,2017-08-30.4326795,bb,2.01,17.092,>17.092,99.990,0.186,0.112,V
2457998.84496,2017-09-02.3415011,bb,1.71,16.587,>16.587,99.990,0.400,0.178,V
2457998.84622,2017-09-02.3427645,bb,1.66,16.643,>16.643,99.990,0.375,0.169,V
2457998.84748,2017-09-02.3440291,bb,1.67,16.784,>16.784,99.990,0.454,0.148,V
2458001.92362,2017-09-05.4202287,bb,1.98,16.102,>16.102,99.990,0.275,0.278,V
2458001.92489,2017-09-05.4214989,bb,1.72,16.224,>16.224,99.990,0.613,0.249,V
2458001.92615,2017-09-05.4227643,bb,2.01,16.206,>16.206,99.990,0.001,0.253,V
2458008.92635,2017-09-12.4231438,bb,1.68,16.963,>16.963,99.990,0.070,0.126,V
2458008.92762,2017-09-12.4244129,bb,1.60,16.915,>16.915,99.990,-0.030,0.132,V
2458008.92889,2017-09-12.4256848,bb,1.67,16.834,>16.834,99.990,0.128,0.142,V
2458010.83794,2017-09-14.3347907,bb,1.65,17.377,>17.377,99.990,0.201,0.086,V
2458010.83920,2017-09-14.3360598,bb,1.69,17.279,>17.279,99.990,0.187,0.094,V
2458010.84047,2017-09-14.3373326,bb,1.66,17.195,>17.195,99.990,0.409,0.102,V
2458013.84413,2017-09-17.3410914,bb,2.03,17.067,>17.067,99.990,0.395,0.114,V
2458013.84541,2017-09-17.3423621,bb,2.02,17.119,>17.119,99.990,0.259,0.109,V
2458013.84667,2017-09-17.3436274,bb,2.01,17.178,>17.178,99.990,0.348,0.103,V
2458018.89997,2017-09-22.3971162,bb,1.77,16.986,>16.986,99.990,0.212,0.123,V
2458018.90124,2017-09-22.3983864,bb,1.71,17.047,>17.047,99.990,0.250,0.116,V
2458018.90252,2017-09-22.3996628,bb,1.71,17.093,>17.093,99.990,0.278,0.112,V
2458022.72442,2017-09-26.2217196,bb,1.99,17.002,>17.002,99.990,0.272,0.121,V
2458022.72569,2017-09-26.2229915,bb,1.76,16.986,>16.986,99.990,0.221,0.123,V
2458022.72696,2017-09-26.2242658,bb,1.77,16.939,>16.939,99.990,0.271,0.129,V
2458026.84621,2017-09-30.3436994,bb,1.72,16.648,>16.648,99.990,0.275,0.168,V
2458026.84749,2017-09-30.3449733,bb,1.69,16.604,>16.604,99.990,0.494,0.175,V
2458029.73518,2017-10-03.2327978,bb,2.24,16.314,>16.314,99.990,0.141,0.229,V
2458029.73644,2017-10-03.2340693,bb,2.19,16.317,>16.317,99.990,0.059,0.228,V
2458029.73773,2017-10-03.2353503,bb,2.20,16.440,>16.440,99.990,0.198,0.204,V
2458034.85146,2017-10-08.3493358,bb,1.63,16.286,>16.286,99.990,0.367,0.235,V
2458034.85273,2017-10-08.3506050,bb,1.68,15.843,>15.843,99.990,-0.043,0.353,V
2458034.85399,2017-10-08.3518667,bb,1.69,16.166,>16.166,99.990,0.366,0.262,V
2458036.84630,2017-10-10.3442736,bb,1.76,16.793,>16.793,99.990,0.719,0.147,V
2458036.84757,2017-10-10.3455450,bb,1.79,16.911,>16.911,99.990,0.347,0.132,V
2458036.84883,2017-10-10.3468075,bb,1.91,16.822,>16.822,99.990,0.413,0.143,V
2458037.84570,2017-10-11.3437232,bb,1.73,16.900,>16.900,99.990,0.210,0.133,V
2458037.84697,2017-10-11.3449996,bb,1.70,16.959,>16.959,99.990,0.397,0.126,V
2458037.84824,2017-10-11.3462637,bb,1.64,17.023,>17.023,99.990,0.364,0.119,V
2458074.74930,2017-11-17.2495349,bb,2.07,17.060,>17.060,99.990,0.245,0.115,V
2458074.75062,2017-11-17.2508596,bb,2.06,17.036,>17.036,99.990,0.390,0.118,V
2458074.75188,2017-11-17.2521225,bb,2.05,17.095,>17.095,99.990,0.421,0.111,V
2458075.72601,2017-11-18.2263143,bb,1.65,17.018,>17.018,99.990,0.335,0.120,V
2458075.72728,2017-11-18.2275803,bb,1.63,17.118,>17.118,99.990,0.226,0.109,V
2458075.72854,2017-11-18.2288440,bb,1.72,17.051,>17.051,99.990,0.423,0.116,V
2458076.72199,2017-11-19.2223533,bb,1.70,14.288,>14.288,99.990,-1.662,1.478,V
2458077.71421,2017-11-20.2146356,bb,2.47,16.971,>16.971,99.990,0.029,0.125,V
2458077.71548,2017-11-20.2159009,bb,2.47,16.751,>16.751,99.990,0.233,0.153,V
2458077.71674,2017-11-20.2171638,bb,2.08,17.030,>17.030,99.990,0.224,0.118,V
2458080.71404,2017-11-23.2146494,bb,2.24,17.085,>17.085,99.990,0.058,0.112,V
2458080.71529,2017-11-23.2159065,bb,2.20,16.952,>16.952,99.990,0.072,0.127,V
2458080.71655,2017-11-23.2171688,bb,2.19,17.024,>17.024,99.990,0.234,0.119,V
2458186.15658,2018-03-08.6598047,bb,1.99,15.824,>15.824,99.990,-0.362,0.359,V
2458186.15786,2018-03-08.6610796,bb,2.03,15.500,>15.500,99.990,-0.413,0.484,V
2458186.15912,2018-03-08.6623456,bb,2.04,15.518,>15.518,99.990,0.682,0.476,V
2458187.15301,2018-03-09.6562076,bb,1.56,99.990,99.990,99.990,99.990,99.990,V
2458187.15430,2018-03-09.6574913,bb,1.68,99.990,99.990,99.990,99.990,99.990,V
2458187.15557,2018-03-09.6587678,bb,2.01,99.990,99.990,99.990,99.990,99.990,V
2458207.11789,2018-03-29.6203349,bb,2.48,16.325,>16.325,99.990,0.112,0.226,V
2458207.11916,2018-03-29.6216093,bb,2.45,16.453,>16.453,99.990,-0.180,0.201,V
2458207.12044,2018-03-29.6228868,bb,2.47,16.459,>16.459,99.990,-0.086,0.200,V
2458208.11567,2018-03-30.6180651,bb,2.23,16.119,>16.119,99.990,-0.205,0.274,V
2458208.11694,2018-03-30.6193377,bb,2.21,16.225,>16.225,99.990,0.455,0.248,V
2458220.93931,2018-04-12.4410626,br,1.46,15.444,>15.444,99.990,0.075,0.482,g
2458220.94053,2018-04-12.4422837,br,1.45,15.778,>15.778,99.990,-0.132,0.355,g
2458220.94175,2018-04-12.4435093,br,1.46,15.975,>15.975,99.990,0.545,0.296,g
2458223.92992,2018-04-15.4315121,br,1.44,17.761,>17.761,99.990,0.071,0.057,g
2458223.93113,2018-04-15.4327298,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458223.93235,2018-04-15.4339488,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458224.92679,2018-04-16.4283252,br,1.45,17.610,>17.610,99.990,0.037,0.066,g
2458224.92802,2018-04-16.4295545,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2458224.92925,2018-04-16.4307828,br,1.42,17.718,>17.718,99.990,0.079,0.059,g
2458226.07133,2018-04-17.5727978,bb,1.70,14.795,>14.795,99.990,-0.880,0.927,V
2458226.07261,2018-04-17.5740837,bb,1.74,14.618,>14.618,99.990,3.635,1.091,V
2458226.07389,2018-04-17.5753623,bb,1.79,14.557,>14.557,99.990,-0.682,1.154,V
2458227.06399,2018-04-18.5654100,bb,1.66,14.194,>14.194,99.990,1.383,1.612,V
2458227.06527,2018-04-18.5666871,bb,1.72,14.206,>14.206,99.990,2.475,1.594,V
2458227.06654,2018-04-18.5679594,bb,1.74,14.391,>14.391,99.990,-1.601,1.344,V
2458228.07529,2018-04-19.5766481,bb,1.73,99.990,99.990,99.990,99.990,99.990,V
2458228.07657,2018-04-19.5779240,bb,1.74,99.990,99.990,99.990,99.990,99.990,V
2458228.07784,2018-04-19.5792013,bb,1.81,99.990,99.990,99.990,99.990,99.990,V
2458229.93060,2018-04-21.4318521,br,1.53,17.664,>17.664,99.990,0.073,0.062,g
2458229.93231,2018-04-21.4335543,br,1.58,17.651,>17.651,99.990,-0.032,0.063,g
2458229.93358,2018-04-21.4348240,br,1.60,17.634,>17.634,99.990,0.113,0.064,g
2458231.06140,2018-04-22.5625829,bb,2.02,16.641,>16.641,99.990,0.300,0.169,V
2458231.06266,2018-04-22.5638524,bb,2.03,16.718,>16.718,99.990,0.265,0.158,V
2458231.06394,2018-04-22.5651263,bb,2.03,16.715,>16.715,99.990,-0.584,0.158,V
2458232.93540,2018-04-24.4364751,br,1.49,17.450,>17.450,99.990,0.198,0.076,g
2458232.93662,2018-04-24.4376937,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458232.93784,2018-04-24.4389100,br,1.54,17.592,>17.592,99.990,0.039,0.067,g
2458236.89966,2018-04-28.4005024,br,1.53,16.653,>16.653,99.990,0.004,0.158,g
2458236.90088,2018-04-28.4017212,br,1.50,16.504,>16.504,99.990,-0.216,0.182,g
2458236.90210,2018-04-28.4029366,br,1.48,16.664,>16.664,99.990,-0.184,0.157,g
2458240.88775,2018-05-02.3883471,br,1.59,15.642,>15.642,99.990,0.072,0.402,g
2458240.88897,2018-05-02.3895697,br,1.52,15.811,>15.811,99.990,0.279,0.344,g
2458240.89019,2018-05-02.3907864,br,1.59,15.736,>15.736,99.990,0.108,0.369,g
2458241.91298,2018-05-03.4135244,br,2.46,16.133,>16.133,99.990,-0.180,0.256,g
2458243.86980,2018-05-05.3702233,br,1.64,17.047,>17.047,99.990,0.228,0.110,g
2458243.87102,2018-05-05.3714351,br,1.57,17.108,>17.108,99.990,0.133,0.104,g
2458243.87224,2018-05-05.3726541,br,1.61,16.917,>16.917,99.990,0.197,0.124,g
2458244.87121,2018-05-06.3715685,br,2.05,17.125,>17.125,99.990,0.126,0.103,g
2458244.87244,2018-05-06.3727946,br,2.04,17.295,>17.295,99.990,0.122,0.088,g
2458244.87366,2018-05-06.3740138,br,2.05,17.117,>17.117,99.990,0.041,0.103,g
2458245.87372,2018-05-07.3740142,br,1.48,17.269,>17.269,99.990,0.233,0.090,g
2458245.87493,2018-05-07.3752262,br,1.48,17.383,>17.383,99.990,0.097,0.081,g
2458245.87616,2018-05-07.3764475,br,1.46,17.269,>17.269,99.990,0.025,0.090,g
2458246.86890,2018-05-08.3691246,br,1.54,17.265,>17.265,99.990,0.043,0.090,g
2458246.87012,2018-05-08.3703495,br,1.55,17.254,>17.254,99.990,0.204,0.091,g
2458246.87135,2018-05-08.3715824,br,1.56,17.185,>17.185,99.990,-0.012,0.097,g
2458247.86846,2018-05-09.3686218,br,1.60,17.487,>17.487,99.990,0.131,0.074,g
2458247.86968,2018-05-09.3698510,br,1.64,17.706,>17.706,99.990,0.153,0.060,g
2458247.87090,2018-05-09.3710677,br,1.66,17.571,>17.571,99.990,0.080,0.068,g
2458249.00490,2018-05-10.5049969,bb,2.00,16.882,>16.882,99.990,0.199,0.136,V
2458249.00617,2018-05-10.5062781,bb,2.02,16.908,>16.908,99.990,0.092,0.132,V
2458249.00746,2018-05-10.5075626,bb,2.01,16.991,>16.991,99.990,0.240,0.123,V
2458249.86026,2018-05-11.3603121,br,1.59,17.783,>17.783,99.990,0.063,0.056,g
2458249.86148,2018-05-11.3615273,br,1.54,17.710,>17.710,99.990,0.136,0.060,g
2458249.86270,2018-05-11.3627451,br,1.57,17.763,>17.763,99.990,0.127,0.057,g
2458251.99220,2018-05-13.4921215,bb,2.32,17.087,>17.087,99.990,0.302,0.112,V
2458251.99348,2018-05-13.4933938,bb,2.31,16.987,>16.987,99.990,0.404,0.123,V
2458251.99476,2018-05-13.4946707,bb,2.31,17.216,>17.216,99.990,0.345,0.100,V
2458252.91549,2018-05-14.4153503,br,1.47,99.990,99.990,99.990,99.990,99.990,g
2458252.91670,2018-05-14.4165619,br,1.48,99.990,99.990,99.990,99.990,99.990,g
2458252.91792,2018-05-14.4177792,br,1.52,99.990,99.990,99.990,99.990,99.990,g
2458253.85361,2018-05-15.3534171,br,1.45,99.990,99.990,99.990,99.990,99.990,g
2458253.85484,2018-05-15.3546350,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2458253.85608,2018-05-15.3558762,br,1.43,99.990,99.990,99.990,99.990,99.990,g
2458255.00696,2018-05-16.5066934,bb,2.39,17.076,>17.076,99.990,0.304,0.113,V
2458255.00824,2018-05-16.5079737,bb,2.40,16.860,>16.860,99.990,0.404,0.138,V
2458255.88592,2018-05-17.3855916,br,1.59,17.856,>17.856,99.990,-0.070,0.052,g
2458255.88713,2018-05-17.3868093,br,1.53,17.722,>17.722,99.990,0.185,0.059,g
2458255.88835,2018-05-17.3880270,br,1.57,17.784,>17.784,99.990,0.115,0.056,g
2458257.82759,2018-05-19.3271452,br,1.48,17.509,>17.509,99.990,0.034,0.072,g
2458257.82880,2018-05-19.3283600,br,1.53,17.553,>17.553,99.990,0.090,0.069,g
2458257.83001,2018-05-19.3295671,br,1.53,17.518,>17.518,99.990,0.185,0.072,g
2458258.83561,2018-05-20.3351071,br,1.51,17.788,>17.788,99.990,-0.012,0.056,g
2458258.83683,2018-05-20.3363280,br,1.48,17.721,>17.721,99.990,0.119,0.059,g
2458258.83805,2018-05-20.3375442,br,1.45,17.618,>17.618,99.990,0.144,0.065,g
2458260.05081,2018-05-21.5502291,bb,2.14,17.189,>17.189,99.990,0.399,0.102,V
2458260.05208,2018-05-21.5514982,bb,2.13,17.195,>17.195,99.990,0.434,0.102,V
2458261.97752,2018-05-23.4768225,bb,2.16,16.895,>16.895,99.990,-0.110,0.134,V
2458261.97880,2018-05-23.4781009,bb,2.16,16.898,>16.898,99.990,0.494,0.134,V
2458261.98007,2018-05-23.4793769,bb,2.15,16.997,>16.997,99.990,0.138,0.122,V
2458263.91971,2018-05-25.4188984,ba,1.59,99.990,99.990,99.990,99.990,99.990,V
2458263.92229,2018-05-25.4214809,ba,1.59,99.990,99.990,99.990,99.990,99.990,V
2458264.09024,2018-05-25.5894119,ba,1.67,99.990,99.990,99.990,99.990,99.990,V
2458264.09152,2018-05-25.5906896,ba,1.60,99.990,99.990,99.990,99.990,99.990,V
2458264.09279,2018-05-25.5919657,ba,1.63,99.990,99.990,99.990,99.990,99.990,V
2458266.81971,2018-05-28.3187255,br,1.48,16.415,>16.415,99.990,0.064,0.197,g
2458266.82093,2018-05-28.3199442,br,1.43,16.482,>16.482,99.990,0.308,0.186,g
2458266.82215,2018-05-28.3211642,br,1.45,16.424,>16.424,99.990,-0.029,0.196,g
2458267.86663,2018-05-29.3655781,br,1.44,16.471,>16.471,99.990,-0.209,0.187,g
2458267.86785,2018-05-29.3667989,br,1.41,16.560,>16.560,99.990,-0.364,0.173,g
2458267.86908,2018-05-29.3680290,br,1.45,16.438,>16.438,99.990,-0.327,0.193,g
2458268.90017,2018-05-30.3990585,br,1.43,16.535,>16.535,99.990,-0.105,0.177,g
2458268.90139,2018-05-30.4002736,br,1.43,16.530,>16.530,99.990,-0.204,0.178,g
2458268.90260,2018-05-30.4014920,br,1.47,16.653,>16.653,99.990,-0.137,0.159,g
2458269.93096,2018-05-31.4297940,br,1.43,16.730,>16.730,99.990,0.015,0.148,g
2458269.93218,2018-05-31.4310120,br,1.51,16.637,>16.637,99.990,0.188,0.161,g
2458269.93340,2018-05-31.4322296,br,1.46,16.714,>16.714,99.990,0.126,0.150,g
2458270.95541,2018-06-01.4541756,bb,2.02,15.852,>15.852,99.990,0.090,0.350,V
2458270.95668,2018-06-01.4554496,bb,2.05,16.032,>16.032,99.990,0.498,0.297,V
2458270.95795,2018-06-01.4567229,bb,2.02,15.764,>15.764,99.990,0.557,0.380,V
2458271.79901,2018-06-02.2977347,br,1.53,16.212,>16.212,99.990,-0.203,0.238,g
2458271.80023,2018-06-02.2989508,br,1.46,16.185,>16.185,99.990,-0.001,0.244,g
2458271.80146,2018-06-02.3001751,br,1.43,16.416,>16.416,99.990,0.163,0.197,g
2458274.11353,2018-06-04.6121127,bb,2.04,16.584,>16.584,99.990,0.296,0.178,V
2458274.11481,2018-06-04.6133973,bb,2.03,16.678,>16.678,99.990,0.215,0.164,V
2458274.11609,2018-06-04.614675,bb,2.04,16.694,>16.694,99.990,0.266,0.161,V
2458276.09681,2018-06-06.5952840,bb,2.11,17.052,>17.052,99.990,0.329,0.116,V
2458276.11908,2018-06-06.6175518,bb,2.14,16.537,>16.537,99.990,0.314,0.186,V
2458276.12036,2018-06-06.6188290,bb,2.17,16.391,>16.391,99.990,0.608,0.213,V
2458276.12164,2018-06-06.6201182,bb,2.18,16.171,>16.171,99.990,0.278,0.261,V
2458277.78328,2018-06-08.2816675,br,1.45,17.452,>17.452,99.990,0.108,0.076,g
2458277.78451,2018-06-08.2828877,br,1.47,17.511,>17.511,99.990,0.166,0.072,g
2458277.78572,2018-06-08.2841039,br,1.43,17.415,>17.415,99.990,0.043,0.079,g
