,runcat_id,ra,dec,n_datapoints,snr,q_min,q_max,u_min,u_max,i_min,i_max,Gmag,BP-RP,Dist,b_Dist_cds,B_Dist_cdsa,RPlx,qui_min,M_G,url,qui_diff
342,34925515,76.62648922843644,-71.10643695304393,1,8.577658653259277,18.371002197265625,19.020036697387695,,,17.309974670410156,18.468685150146484,17.14752,1.460546,2091.1306,1997.8159,2180.9092,22.84224054075163,17.309974670410156,5.545614213988799,http://gemtom.blackgem.org/transients/34925515,1.1587104797363281
347,35138959,3.66959461548733,-39.287239477280195,2,7.244913578033447,19.228195190429688,20.329408645629883,,,18.43831443786621,19.3288631439209,18.603968,1.696552,564.6686,526.0761,598.4813,15.597459850949923,18.43831443786621,9.844999808844225,http://gemtom.blackgem.org/transients/35138959,0.8905487060546875
354,35302993,81.13294885921043,-69.91988068110723,2,15.02132511138916,16.60881996154785,18.656742095947266,17.28325843811035,18.247554779052734,16.58447265625,17.605173110961914,16.719324,0.121706,18817.043,18800.729,18836.867,1041.3992473297092,16.58447265625,0.34656711327947676,http://gemtom.blackgem.org/transients/35302993,1.020700454711914
362,35303916,80.97669480759242,-69.66543693280961,3,8.576482772827148,17.199853897094727,18.40020751953125,17.228063583374023,17.919092178344727,16.669628143310547,17.289119720458984,17.374434,-0.122669,15446.51,15365.773,15559.106,159.79175826165172,16.669628143310547,1.4302821504374652,http://gemtom.blackgem.org/transients/35303916,0.6194915771484375
367,35305620,80.81761019236846,-69.59402018407285,2,6.510075569152832,18.922016143798828,18.922016143798828,18.064010620117188,18.36982536315918,18.762853622436523,18.762853622436523,17.670183,0.096397,9604.453,9448.482,10346.76,21.384143884187292,18.064010620117188,2.7578198218127365,http://gemtom.blackgem.org/transients/35305620,0.3058147430419922
368,35488933,77.21714778022854,-70.79937624131121,1,7.164440631866455,18.564119338989258,18.564119338989258,,,16.986976623535156,17.831388473510742,16.184542,1.852424,3502.301,3285.6755,3823.3218,13.028271560689612,16.986976623535156,3.462774659307536,http://gemtom.blackgem.org/transients/35488933,0.8444118499755859
370,35824640,13.782965238592665,-72.39005434344466,2,35.04999923706055,16.656570434570312,18.42491340637207,,,15.867677688598633,16.96704864501953,17.768652,0.909466,2206.0945,2105.723,2286.585,24.395334564474563,15.867677688598633,6.050531440554577,http://gemtom.blackgem.org/transients/35824640,1.0993709564208984
371,35830205,13.783442370700453,-72.39069290566059,2,35.04999923706055,16.525964736938477,17.359207153320312,,,15.867677688598633,16.96704864501953,15.682616,2.103802,13191.569,12822.427,14682.1455,14.186629858228537,15.867677688598633,0.08113373283780945,http://gemtom.blackgem.org/transients/35830205,1.0993709564208984
373,35837534,13.783206056553558,-72.39068876176961,2,35.04999923706055,16.525964736938477,18.38213539123535,,,15.867677688598633,16.96704864501953,15.682616,2.103802,13191.569,12822.427,14682.1455,14.186629858228537,15.867677688598633,0.08113373283780945,http://gemtom.blackgem.org/transients/35837534,1.0993709564208984
375,35837535,13.782597014645969,-72.39014273446536,2,35.04999923706055,16.656570434570312,18.42491340637207,,,15.867677688598633,16.96704864501953,17.768652,0.909466,2206.0945,2105.723,2286.585,24.395334564474563,15.867677688598633,6.050531440554577,http://gemtom.blackgem.org/transients/35837535,1.0993709564208984
377,35838919,13.78282109887896,-72.390136046981,2,35.04999923706055,16.656570434570312,18.42491340637207,,,15.867677688598633,16.96704864501953,17.768652,0.909466,2206.0945,2105.723,2286.585,24.395334564474563,15.867677688598633,6.050531440554577,http://gemtom.blackgem.org/transients/35838919,1.0993709564208984
380,35840730,13.783131059960198,-72.3907149191837,2,35.04999923706055,16.525964736938477,18.38213539123535,,,15.867677688598633,16.96704864501953,15.682616,2.103802,13191.569,12822.427,14682.1455,14.186629858228537,15.867677688598633,0.08113373283780945,http://gemtom.blackgem.org/transients/35840730,1.0993709564208984
382,35848676,13.52443377685114,-72.23147002146523,2,28.02995491027832,16.521743774414062,18.409543991088867,17.645601272583008,18.20273780822754,17.055273056030273,17.929929733276367,15.77573,-0.121689,18304.344,18151.662,18442.732,125.77279692170282,16.521743774414062,-0.5370408451958575,http://gemtom.blackgem.org/transients/35848676,1.8878002166748047
384,35848677,13.524636498717197,-72.23102831472373,2,28.02995491027832,16.521743774414062,17.540260314941406,17.645601272583008,18.20273780822754,17.055273056030273,17.929929733276367,15.77573,-0.121689,18304.344,18151.662,18442.732,125.77279692170282,16.521743774414062,-0.5370408451958575,http://gemtom.blackgem.org/transients/35848677,1.0185165405273438
388,35874346,12.661535768105942,-72.17327907427322,2,45.626956939697266,17.087432861328125,18.838743209838867,,,16.518178939819336,17.840192794799805,16.053858,1.767899,4449.895,4253.629,4826.6675,15.530876197672592,16.518178939819336,2.8121091826892712,http://gemtom.blackgem.org/transients/35874346,1.3220138549804688
389,35874347,12.6614713750872,-72.1729094559814,2,45.626956939697266,17.087432861328125,18.841064453125,,,16.518178939819336,17.840192794799805,16.053858,1.767899,4449.895,4253.629,4826.6675,15.530876197672592,16.518178939819336,2.8121091826892712,http://gemtom.blackgem.org/transients/35874347,1.3220138549804688
391,35907895,17.59645426767493,-72.32783542708756,2,17.924753189086914,18.171859741210938,19.82394027709961,,,18.318693161010742,19.645132064819336,18.412806,1.183191,2152.1208,1701.0205,2797.155,3.9267458509881767,18.171859741210938,6.74847277538837,http://gemtom.blackgem.org/transients/35907895,1.6520805358886719
392,35907896,17.596473350337494,-72.3278310305221,2,17.924753189086914,17.967287063598633,19.82394027709961,,,18.318693161010742,19.645132064819336,18.412806,1.183191,2152.1208,1701.0205,2797.155,3.9267458509881767,17.967287063598633,6.74847277538837,http://gemtom.blackgem.org/transients/35907896,1.8566532135009766
393,35948465,15.41728598157113,-72.06229716527099,2,48.711822509765625,16.421276092529297,19.004911422729492,16.9736270904541,17.875102996826172,16.923673629760742,19.42603302001953,15.62637,-0.189058,11953.186,11808.263,12118.434,77.0748135705792,16.421276092529297,0.2389516125740201,http://gemtom.blackgem.org/transients/35948465,2.5836353302001953
394,35948466,15.417198724295757,-72.0618890820397,2,48.711822509765625,16.421276092529297,19.004911422729492,16.9736270904541,17.875102996826172,16.923673629760742,19.42603302001953,15.62637,-0.189058,11953.186,11808.263,12118.434,77.0748135705792,16.421276092529297,0.2389516125740201,http://gemtom.blackgem.org/transients/35948466,2.5836353302001953
397,35954224,77.30694628639378,-71.18147286837099,1,7.978337287902832,17.753252029418945,18.484052658081055,,,16.542560577392578,17.749473571777344,15.797671,1.882194,4695.405,4196.4556,5245.929,8.94811626478575,16.542560577392578,2.439305709556626,http://gemtom.blackgem.org/transients/35954224,1.2069129943847656
398,35954247,76.60901678273326,-71.17299398570744,1,10.712807655334473,17.11233901977539,17.11233901977539,,,16.948572158813477,17.914554595947266,15.552994,-0.19945,11989.318,11852.074,12078.756,105.78094423024376,16.948572158813477,0.15902160296309376,http://gemtom.blackgem.org/transients/35954247,0.9659824371337891
399,35954257,76.43184461435872,-71.16730299317024,1,8.289938926696777,18.925691604614258,18.925691604614258,,,17.509628295898438,18.252161026000977,17.41509,1.526445,1825.3638,1745.8809,1889.2699,25.460304486397163,17.509628295898438,6.108342832511724,http://gemtom.blackgem.org/transients/35954257,0.7425327301025391
400,35954376,76.44930066090615,-71.03787208949463,1,9.164230346679688,19.11834144592285,19.39603614807129,,,17.763538360595703,18.39480209350586,17.456766,1.571371,1637.8636,1600.3282,1656.8206,57.985272355219365,17.763538360595703,6.385377343872813,http://gemtom.blackgem.org/transients/35954376,0.6312637329101562
401,35954447,76.83748410017654,-70.83511126786271,1,7.090066432952881,19.182382583618164,19.182382583618164,,,17.9022216796875,18.587541580200195,17.410603,1.878025,691.2003,660.2114,724.8022,21.402438118122102,17.9022216796875,8.212583410166674,http://gemtom.blackgem.org/transients/35954447,0.6853199005126953
402,35954449,76.76679817670102,-70.82718765283585,2,8.81473159790039,18.247257232666016,18.247257232666016,,,17.580791473388672,18.20602798461914,15.848433,-0.035076,11690.984,10901.053,12297.925,16.73880498714271,17.580791473388672,0.5091776692612058,http://gemtom.blackgem.org/transients/35954449,0.6252365112304688
403,35954451,77.15165215221155,-70.82647457354366,1,6.497354030609131,18.378828048706055,18.802915573120117,,,16.923864364624023,17.737529754638672,15.940732,1.87623,4293.5835,3888.1362,4922.3745,8.302890155972758,16.923864364624023,2.7766324334354593,http://gemtom.blackgem.org/transients/35954451,0.8136653900146484
404,35954649,77.20919063929922,-70.22046742396064,2,8.789474487304688,18.31124496459961,19.31714630126953,,,18.020530700683594,18.49468231201172,17.000622,2.079572,2823.7634,2676.4133,2993.6206,17.8038992166952,18.020530700683594,4.7464804757412615,http://gemtom.blackgem.org/transients/35954649,0.474151611328125
405,35954687,77.86096747484943,-70.16490999972042,1,7.824470520019531,17.530771255493164,18.445039749145508,,,17.544767379760742,17.65761375427246,15.975421,1.929385,3258.3438,2988.9143,3668.924,9.583227415726569,17.530771255493164,3.410436467900821,http://gemtom.blackgem.org/transients/35954687,0.9142684936523438
406,35954795,77.59981474308921,-70.09213300843864,2,7.277143955230713,18.039522171020508,19.81308364868164,,,17.87908172607422,18.486156463623047,16.901918,1.56377,2036.2919,1965.5428,2088.5962,33.096068861161086,17.87908172607422,5.357717831399798,http://gemtom.blackgem.org/transients/35954795,0.6070747375488281
410,35955253,76.99947670385603,-69.68572881343488,2,7.575274467468262,18.066740036010742,19.22119140625,,,18.515722274780273,18.76344108581543,18.28465,1.225758,1270.0869,1229.0627,1467.6891,10.64498228192689,18.066740036010742,7.765482816876332,http://gemtom.blackgem.org/transients/35955253,1.1544513702392578
414,35974856,15.245740024910493,-73.60236960755928,2,18.535564422607425,17.937694549560547,21.161745071411133,17.969879150390625,18.604389190673828,18.442832946777344,18.846349716186523,17.168333,0.697119,2203.5056,2086.2505,2299.2683,20.68846453207196,17.937694549560547,5.452762207172608,http://gemtom.blackgem.org/transients/35974856,3.224050521850586
415,35986481,13.993294345002663,-74.03361063319296,2,11.859874725341797,18.699167251586914,20.205650329589844,,,17.977243423461914,19.082149505615234,16.980011,1.479797,4217.349,3834.9065,4578.7188,11.339820543435494,17.977243423461914,3.854813290749023,http://gemtom.blackgem.org/transients/35986481,1.1049060821533203
416,35995289,14.103642771368708,-73.58158315525456,2,7.532333374023437,19.183700561523438,21.50182342529297,,,18.85335350036621,19.212034225463867,17.997595,1.325054,1916.4318,1852.4183,1987.4053,28.39431648973608,18.85335350036621,6.585128156795557,http://gemtom.blackgem.org/transients/35995289,0.35868072509765625
417,35998063,77.15323575057968,-71.15733977928514,1,9.131625175476074,18.385040283203125,18.385040283203125,,,16.576187133789062,17.82925796508789,15.824434,1.561607,4188.892,3990.804,4431.3945,19.014899322613616,16.576187133789062,2.713938183403606,http://gemtom.blackgem.org/transients/35998063,1.2530708312988281
418,35998125,76.71906737183593,-71.03698137135899,2,6.320145130157471,,,,,18.10694694519043,18.761293411254883,17.84793,1.305403,1243.9075,1150.212,1411.0916,9.536257338634375,18.10694694519043,7.373989568214718,http://gemtom.blackgem.org/transients/35998125,0.6543464660644531
419,35998547,77.41807258035148,-69.60345160468573,1,6.797491073608398,18.55363655090332,18.55363655090332,,,18.559234619140625,18.77510643005371,18.15093,1.438047,1396.0978,1338.398,1462.6428,22.47333972930856,18.55363655090332,7.426350786384514,http://gemtom.blackgem.org/transients/35998547,0.0
421,35998995,78.96582220447493,-70.2379015660462,2,14.29171371459961,17.829708099365234,19.496017456054688,,,17.756053924560547,19.051271438598633,16.782938,1.734097,3029.45,2791.7856,3307.554,11.747326900988895,17.756053924560547,4.376119054925045,http://gemtom.blackgem.org/transients/35998995,1.295217514038086
423,35998996,78.96644530772413,-70.23774812291528,2,14.29171371459961,17.829708099365234,19.496017456054688,,,17.756053924560547,19.051271438598633,16.782938,1.734097,3029.45,2791.7856,3307.554,11.747326900988895,17.756053924560547,4.376119054925045,http://gemtom.blackgem.org/transients/35998996,1.295217514038086
425,35999343,77.64367921854407,-69.95962409495573,2,13.014933586120604,17.207828521728516,19.281707763671875,,,16.372095108032227,18.027507781982422,16.207314,1.575116,5717.193,5343.354,6020.804,16.878568160011813,16.372095108032227,2.4213997335060213,http://gemtom.blackgem.org/transients/35999343,1.6554126739501953
426,35999356,77.80502627874888,-69.94452090046876,2,11.093392372131348,17.21849822998047,19.342327117919922,,,16.39015769958496,18.145158767700195,16.32472,1.49108,679.1235,671.5908,685.804,95.56236456251916,16.39015769958496,7.164976205980638,http://gemtom.blackgem.org/transients/35999356,1.7550010681152344
427,35999919,76.87957425402209,-70.70844504565201,1,8.350550651550293,18.702434539794922,18.702434539794922,,,17.362131118774414,18.108428955078125,16.156693,2.027194,3285.4375,3106.144,3632.5583,12.482326183008318,17.362131118774414,3.573726950635928,http://gemtom.blackgem.org/transients/35999919,0.7462978363037109
428,36000029,76.8788540853256,-70.66629182610137,2,10.293404579162598,18.621227264404297,18.621227264404297,,,17.216415405273438,17.805133819580078,16.133085,1.862784,4223.816,3867.2253,4534.754,12.65508434319004,17.216415405273438,3.0045600450856966,http://gemtom.blackgem.org/transients/36000029,0.5887184143066406
430,36003244,77.81951963858145,-70.17349617072179,2,6.6724982261657715,17.06752586364746,17.636672973632812,,,17.660737991333008,17.660737991333008,15.381741,0.502016,8962.375,8732.369,9308.091,31.134384303535402,17.06752586364746,0.619625442360638,http://gemtom.blackgem.org/transients/36003244,0.5691471099853516
431,36003364,76.71952981668774,-70.163187059002,1,10.237045288085938,18.218894958496094,18.818082809448242,,,17.339218139648438,17.859233856201172,16.414682,2.093552,2392.2737,2163.955,2707.6863,8.799470253045946,17.339218139648438,4.520627671077651,http://gemtom.blackgem.org/transients/36003364,0.5200157165527344
432,36003412,77.1690327147455,-70.15970668610682,1,7.402359485626221,18.28292465209961,19.031423568725586,,,18.12485122680664,18.209863662719727,16.735388,1.370497,629.1742,574.0072,717.0593,8.796434306102462,18.12485122680664,7.741533472101372,http://gemtom.blackgem.org/transients/36003412,0.08501243591308594
433,36003422,76.99476327341482,-70.15859272603997,1,7.686092376708984,18.08806800842285,18.76865577697754,,,17.73442268371582,18.022842407226562,16.433022,1.791924,3361.6938,3203.729,3586.163,17.58051742261409,17.73442268371582,3.8002312341175752,http://gemtom.blackgem.org/transients/36003422,0.2884197235107422
434,36003686,77.1234339710417,-70.14539926473395,2,9.947572708129885,17.95635986328125,18.969207763671875,,,17.83797264099121,18.272119522094727,16.74032,1.723937,3442.295,3201.0005,3628.3452,16.11015650831752,17.83797264099121,4.056079569835605,http://gemtom.blackgem.org/transients/36003686,0.4341468811035156
436,36004337,76.91703653930695,-70.11568864989628,1,9.09230136871338,17.567623138427734,18.78583335876465,,,17.818300247192383,17.890880584716797,16.424442,1.173977,3737.9153,3607.3936,3885.0999,26.9199171930921,17.567623138427734,3.5612947191189708,http://gemtom.blackgem.org/transients/36004337,1.218210220336914
437,36004346,77.2468374225117,-70.115286787113,1,7.788366317749023,17.840030670166016,18.889474868774414,,,17.905698776245117,17.905698776245117,16.508425,1.772074,3905.7986,3734.8508,4249.7007,15.17257204478431,17.840030670166016,3.5498757729362946,http://gemtom.blackgem.org/transients/36004346,1.0494441986083984
442,36004485,76.99682612395634,-70.10905991387996,1,6.675166130065918,18.105960845947266,19.165729522705078,,,18.277734756469727,18.37965202331543,17.082235,1.625427,3239.5945,3056.3948,3378.6616,20.10504650184258,18.105960845947266,4.529781735129859,http://gemtom.blackgem.org/transients/36004485,1.0597686767578125
444,36004716,78.01180362588502,-70.09928224451718,1,9.065625190734863,17.924036026000977,19.2846736907959,,,,,16.736502,1.494456,3329.8247,3163.0156,3580.6924,15.944503980110948,17.924036026000977,4.124395147523414,http://gemtom.blackgem.org/transients/36004716,1.3606376647949219
445,36004733,77.27595570782546,-70.09818791605552,1,8.589682579040527,16.901477813720703,18.025785446166992,,,17.318012237548828,17.318012237548828,15.700999,1.185717,3136.0396,3084.3025,3250.242,37.79738519159082,16.901477813720703,3.2190913097324803,http://gemtom.blackgem.org/transients/36004733,1.124307632446289
446,36004789,77.5127515740531,-70.09567459101324,2,6.450690269470215,18.207067489624023,19.08975601196289,,,18.149568557739258,18.619714736938477,17.156273,1.397207,1468.4846,1377.0808,1663.5933,10.250754155577853,18.149568557739258,6.321926017820612,http://gemtom.blackgem.org/transients/36004789,0.47014617919921875
448,36006984,76.96904971892333,-69.81948460107061,2,6.070587158203125,18.763402938842773,19.313310623168945,,,18.475231170654297,18.826906204223633,18.28057,0.871923,1944.7932,1930.1672,1962.1093,121.76990241718617,18.475231170654297,6.83620286339775,http://gemtom.blackgem.org/transients/36006984,0.35167503356933594
450,36007216,77.26379912257677,-69.7771237143254,2,6.311661720275879,18.79634666442871,20.446279525756836,,,,,18.813549,1.120415,1828.3816,1789.135,1910.8177,30.051627717004948,18.79634666442871,7.503214789513281,http://gemtom.blackgem.org/transients/36007216,1.649932861328125
454,36037924,14.418274996776578,-73.9074088743807,2,20.57539939880371,18.115224838256836,19.41016387939453,,,17.744306564331055,18.14219093322754,16.426472,1.79365,3579.0808,3217.763,4145.217,7.718077230784495,17.744306564331055,3.6576144851412984,http://gemtom.blackgem.org/transients/36037924,0.3978843688964844
455,36039779,15.145679372733456,-73.92887927984448,1,13.862353324890137,18.77587127685547,19.636804580688477,,,17.97945785522461,17.97945785522461,16.3999,1.520712,6168.309,5817.5195,6390.4824,21.53126842942189,17.97945785522461,2.449069392657117,http://gemtom.blackgem.org/transients/36039779,0.0
459,36045902,76.87969548120067,-70.60784524241598,2,8.713719367980957,,,,,17.464025497436523,17.984682083129883,16.304642,1.890735,4261.962,4026.8389,4530.437,16.9260447964359,17.464025497436523,3.1565941340474755,http://gemtom.blackgem.org/transients/36045902,0.5206565856933594
463,36055020,81.403311747202,-70.59963103956397,2,6.932418346405029,17.838741302490234,19.736860275268555,,,17.936243057250977,18.55238151550293,16.330278,1.832935,3594.25,3411.59,3866.2341,15.811268638480078,17.838741302490234,3.552236592945965,http://gemtom.blackgem.org/transients/36055020,1.8981189727783203
464,36055021,81.4028871323112,-70.59959748322882,2,6.932418346405029,17.838741302490234,19.584300994873047,,,17.936243057250977,18.55238151550293,16.330278,1.832935,3594.25,3411.59,3866.2341,15.811268638480078,17.838741302490234,3.552236592945965,http://gemtom.blackgem.org/transients/36055021,1.7455596923828125
465,36055534,81.38921112583411,-70.91262451873907,1,8.552901268005371,18.878705978393555,19.618144989013672,,,,,17.321331,1.493504,1736.336,1661.6628,1958.5074,11.698619412312036,18.878705978393555,6.12316215148264,http://gemtom.blackgem.org/transients/36055534,0.7394390106201172
467,36067120,78.1729257262113,-69.52621305567058,2,6.243456840515137,17.652820587158203,18.54285430908203,18.393251419067383,18.64946937561035,16.70122718811035,18.57925796508789,16.130678,0.788938,1718.8862,1626.4886,1814.0076,18.332928396589143,16.70122718811035,4.954442375575894,http://gemtom.blackgem.org/transients/36067120,1.878030776977539
468,36067121,78.17365425314962,-69.52621162361464,2,6.243456840515137,17.652820587158203,18.54285430908203,18.393251419067383,18.64946937561035,16.70122718811035,18.58832359313965,16.130678,0.788938,1718.8862,1626.4886,1814.0076,18.332928396589143,16.70122718811035,4.954442375575894,http://gemtom.blackgem.org/transients/36067121,1.8870964050292969
469,36068417,76.62836868537416,-69.61877616312384,1,14.581772804260254,18.095184326171875,18.095184326171875,,,17.127361297607422,18.161422729492188,17.915955,1.495836,1467.3813,1407.5975,1548.8237,20.780581790064474,17.127361297607422,7.083240098919552,http://gemtom.blackgem.org/transients/36068417,1.0340614318847656
478,36103795,3.6695904633413474,-39.28721538823689,2,7.244913578033447,19.50349235534668,20.329408645629883,,,18.577316284179688,19.3288631439209,18.603968,1.696552,564.6686,526.0761,598.4813,15.597459850949923,18.577316284179688,9.844999808844225,http://gemtom.blackgem.org/transients/36103795,0.7515468597412109
479,36110360,14.88928059737353,-73.03918366961574,2,18.35339736938477,18.17906951904297,19.21221923828125,,,17.52364730834961,19.48700523376465,17.109718,1.461977,2073.8733,1831.8044,2214.9714,10.824905589468825,17.52364730834961,5.525806898345447,http://gemtom.blackgem.org/transients/36110360,1.963357925415039
484,36118886,14.067190285483528,-73.96156826778653,2,31.30552101135254,16.91522216796875,19.227136611938477,,,16.24905776977539,17.95940399169922,15.583719,1.833631,22765.635,22503.896,23514.021,45.074886771439175,16.24905776977539,-1.2026798427685623,http://gemtom.blackgem.org/transients/36118886,1.7103462219238281
485,36118887,14.065427333797922,-73.96121280746428,2,31.30552101135254,16.91522216796875,19.227136611938477,,,16.24905776977539,17.95940399169922,15.583719,1.833631,22765.635,22503.896,23514.021,45.074886771439175,16.24905776977539,-1.2026798427685623,http://gemtom.blackgem.org/transients/36118887,1.7103462219238281
486,36123932,74.17075556204195,-69.34660896532756,2,13.101385116577148,18.80945587158203,20.113574981689453,,,17.84577751159668,19.27838706970215,17.010962,1.515295,4557.395,3826.1753,5599.7754,5.139146079209174,17.84577751159668,3.7173786423785398,http://gemtom.blackgem.org/transients/36123932,1.4326095581054688
487,36123933,74.17070072276108,-69.3464426688276,2,13.101385116577148,18.80945587158203,20.113574981689453,,,17.84577751159668,19.27838706970215,17.010962,1.515295,4557.395,3826.1753,5599.7754,5.139146079209174,17.84577751159668,3.7173786423785398,http://gemtom.blackgem.org/transients/36123933,1.4326095581054688
489,36125844,14.268014379215533,-73.67326328120339,2,27.5289249420166,17.54281997680664,20.469581604003906,18.12131118774414,18.12131118774414,18.387048721313477,19.100296020507812,17.514633,0.95326,1911.8994,1850.674,1968.731,32.38942883522366,17.54281997680664,6.107307815462502,http://gemtom.blackgem.org/transients/36125844,2.9267616271972656
490,36126173,11.111299996385618,-72.8504716695686,2,26.049345016479492,16.695161819458008,19.686927795410156,17.002742767333984,18.661428451538086,16.976478576660156,18.723670959472656,17.053085,1.440771,2921.358,2818.8289,3128.2898,18.88030442618114,16.695161819458008,4.725161094116189,http://gemtom.blackgem.org/transients/36126173,2.9917659759521484
492,36129088,80.82287604288142,-69.11348016209308,2,8.308040618896484,17.813920974731445,17.95140838623047,17.965187072753906,18.516620635986328,18.106660842895508,18.964862823486328,17.250746,-0.113474,19386.904,18737.176,19813.635,36.0197722347066,17.813920974731445,0.813203701143749,http://gemtom.blackgem.org/transients/36129088,0.13748741149902344
494,36129089,80.82287901741186,-69.11347241952292,2,8.308040618896484,17.813920974731445,17.95140838623047,17.965187072753906,18.516620635986328,18.106660842895508,19.015405654907227,17.250746,-0.113474,19386.904,18737.176,19813.635,36.0197722347066,17.813920974731445,0.813203701143749,http://gemtom.blackgem.org/transients/36129089,0.13748741149902344
501,36150845,11.997586001350076,-73.58523113192342,1,8.075955390930176,18.05870246887207,18.613664627075195,,,17.977365493774414,18.1359806060791,15.684973,0.443949,13411.7295,12999.793,13901.453,29.7489730053457,17.977365493774414,0.04754907201165537,http://gemtom.blackgem.org/transients/36150845,0.1586151123046875
502,36157353,17.02295556869085,-72.4450728036929,2,17.882118225097656,19.413055419921875,19.59610366821289,,,19.080820083618164,19.456396102905273,18.65086,1.221313,1782.4088,1714.0756,1877.7635,21.778137541015536,19.080820083618164,7.3958234116442405,http://gemtom.blackgem.org/transients/36157353,0.3755760192871094
503,36158660,74.87195901972466,-68.6749595643257,1,8.09324836730957,18.235883712768555,20.3243465423584,,,17.675886154174805,17.675886154174805,16.160614,1.852886,2688.077,2539.55,2858.8967,16.834850649779714,17.675886154174805,4.01340547534525,http://gemtom.blackgem.org/transients/36158660,0.0
510,36161925,78.08060657045345,-69.63423617732124,2,18.149402618408203,16.348119735717773,18.377103805541992,18.408647537231445,18.508827209472656,16.57042121887207,18.204177856445312,16.09022,0.767812,1789.0879,1734.8564,1843.2136,33.022040067480475,16.348119735717773,4.827061607539976,http://gemtom.blackgem.org/transients/36161925,2.0289840698242188
515,36190978,84.27132439293752,-69.7623511788039,2,9.654579162597656,19.665342330932617,19.863609313964844,,,18.44557762145996,19.27031707763672,18.735336,1.629793,904.8361,872.909,926.396,33.833869912315166,18.44557762145996,8.952486404040098,http://gemtom.blackgem.org/transients/36190978,0.8247394561767578
519,36192571,79.3824572654491,-69.41984434581316,3,34.19184494018555,16.38016128540039,16.80434226989746,15.937202453613281,17.643417358398438,14.745401382446289,16.71376609802246,14.939472,0.88362,1746.5281,1503.5876,1981.554,7.308162665827556,14.745401382446289,3.7285941128950046,http://gemtom.blackgem.org/transients/36192571,1.9683647155761719
522,36192572,79.38258981866379,-69.41974975679418,3,34.19184494018555,16.38016128540039,16.80434226989746,15.937202453613281,17.643417358398438,14.745401382446289,16.888282775878906,14.939472,0.88362,1746.5281,1503.5876,1981.554,7.308162665827556,14.745401382446289,3.7285941128950046,http://gemtom.blackgem.org/transients/36192572,2.142881393432617
535,36317338,30.25750696059411,18.702092274452436,2,6.048224449157715,,,,,18.30512046813965,18.387285232543945,16.936916,2.07436,476.9025,374.098,540.8147,5.7211125220208885,18.30512046813965,8.544768004591422,http://gemtom.blackgem.org/transients/36317338,0.08216476440429688
536,36318763,30.541763530012748,18.972301392410877,2,6.468810081481934,,,,,18.586645126342773,18.68463897705078,17.601568,1.040497,1422.5884,1379.0969,1494.706,24.610318737884842,18.586645126342773,6.836171684631617,http://gemtom.blackgem.org/transients/36318763,0.09799385070800781
538,36323875,79.06991701219746,-70.16915422169173,4,19.99002265930176,16.027990341186523,16.627744674682617,16.685224533081055,17.141958236694336,16.149551391601562,16.149551391601562,15.681236,0.955117,3853.1943,3747.2842,4121.566,20.589803191071553,16.027990341186523,2.75213145416903,http://gemtom.blackgem.org/transients/36323875,0.5997543334960938
539,36366930,73.49787110537778,-68.46776549553456,2,17.60531997680664,17.662250518798828,17.73235321044922,17.077220916748047,17.32323455810547,16.97443962097168,17.83553695678711,15.026033,-0.082061,22501.303,21820.674,23017.096,37.61432504584496,16.97443962097168,-1.7350053392957054,http://gemtom.blackgem.org/transients/36366930,0.8610973358154297
540,36370948,79.70580251663287,6.380827176474761,2,6.104679107666016,,,,,18.25615882873535,18.551528930664062,16.59112,0.835554,1395.8019,1364.6954,1439.5024,37.317414145735015,18.25615882873535,5.8670010741866765,http://gemtom.blackgem.org/transients/36370948,0.29537010192871094
541,36370958,79.69879105624804,6.48397014627101,2,6.215038299560547,,,,,18.23666000366211,18.56147575378418,16.779545,1.221766,1025.413,997.6071,1056.7123,34.69789460149024,18.23666000366211,6.725050904770294,http://gemtom.blackgem.org/transients/36370958,0.3248157501220703
542,36370973,79.27037043903226,6.656695408567576,2,7.304203510284424,,,,,17.5185546875,17.959028244018555,15.249239,0.896504,1015.0743,953.9519,1090.7961,14.83547421081785,17.5185546875,5.216749838512365,http://gemtom.blackgem.org/transients/36370973,0.4404735565185547
543,36370986,79.3348441288594,6.91534913445392,2,9.932177543640137,,,,,17.465633392333984,17.834339141845703,15.185852,0.96449,985.3632,961.3051,1011.8014,39.02714456306707,17.465633392333984,5.217870305979224,http://gemtom.blackgem.org/transients/36370986,0.36870574951171875
544,36371447,94.12392665437548,-22.281205130550273,1,10.86402702331543,18.797748565673828,18.797748565673828,,,17.768983840942383,18.02591323852539,16.223354,1.382673,2226.3286,2136.813,2354.576,20.447262390764276,17.768983840942383,4.485407672974894,http://gemtom.blackgem.org/transients/36371447,0.2569293975830078
545,36371629,120.41292873052052,9.531417924350038,2,7.659336090087891,,,16.877639770507812,17.3532657623291,,,12.65621,0.896472,983.1407,975.9864,985.4649,207.44647359814448,16.877639770507812,2.6931316231438718,http://gemtom.blackgem.org/transients/36371629,0.47562599182128906
546,36371636,120.33630151745945,9.641354878228624,2,9.004973411560059,,,16.962331771850586,17.44399070739746,,,14.374907,0.048347,4322.4434,4109.828,4382.8276,31.66629841215894,16.962331771850586,1.1962604243113937,http://gemtom.blackgem.org/transients/36371636,0.481658935546875
